kbpedia-id,pref-label,alt-label,definition
AcetaminophenProduct,,,An analgesic product based on the drug substance acetaminophen.
Acetate,,,"An acetate is a salt formed by the combination of acetic acid with an alkaline, earthy, or metallic base."
Acetivibrio,,,Acetivibrio is a genus of Clostridia bacteria.
AcetoneCyanohydrin,,,"Acetone cyanohydrin (ACH) is an organic compound used in the production of methyl methacrylate, the monomer of the transparent plastic polymethyl methacrylate (PMMA), also known as acrylic. It is extremely toxic."
Acetyldihydrocodeine,,,"Acetyldihydrocodeine is an opiate derivative discovered in Germany in 1914 and was used as a cough suppressant and analgesic. It is not commonly used, but has activity similar to other opiates. Acetyldihydrocodeine is a very close relative derivative of Thebacon, where only the 6-7 double bond is unsaturated. Acetyldihydrocodeine can be described as the 6-acetyl derivative of dihydrocodeine and is metabolised in the liver by demethylation and deacetylation to produce dihydromorphine."
Acharagma,,,"Acharagma is a genus of two small cactus species from northern Mexico. These cacti are usually solitary but sometimes occur in small clusters. The globose stems tend to be about 3-7 cm in diameter. The ribs have tubercles, with ungrooved areoles. The flowers are at the stem tips, and range from cream to pink and yellow. The genus is of relatively recent creation, the species originally being described as part of Escobaria, although recognized as a separate section by Nigel Taylor in 1983, and raised to a genus by Charles Glass in 1998."
AchariaApicalis,,,Acharia apicalis is a species of moth native to Central America and South America. There are up to four generations per year in Ecuador. It can cause considerable damage to bananas in certain areas of Ecuador.
AchariaButterfly,,,Acharia is a genus of moths in the family Limacodidae.
AchlaenaPoaceae,,,"Arthropogon is a genus of South American and Caribbean plants in the grass family. Species 1.  \n*  Arthropogon filifolius Filg. - Brazil (Goiás, Minas Gerais, D.F.) 2.  \n*  Arthropogon piptostachyus (Griseb.) Pilg. - Cuba, Jamaica 3.  \n* Arthropogon sorengii Gir.-Cañas - Vaupés in Colombia 4.  \n*  Arthropogon villosus Nees - Brazil, Bolivia 5.  \n*  Arthropogon xerachne Ekman - Brazil (São Paulo, Paraná)formerly included see Altoparadisium Canastra."
AchlysiellaWilliamsi,,,"Achlysiella williamsi is a plant pathogenic nematode in Saccharum genus, specially in sugarcane (Saccharum officinarum)."
Achnatherum,,,A genus of plants.
AchnatherumCoronatum,,,"Stipa coronata, formerly classified as Achnatherum coronatum, is a greenish species of grass known by the common name crested needlegrass, giant ricegrass, and giant stipa."
AchnatherumRobustum,,,"Achnatherum robustum, commonly known as sleepy grass, (synonyms Stipa robusta, also Stipa vaseyi subsp. robusta) is a perennial plant in the Poaceae or grass family. It grows on dry soil in the U.S. Midwest, ranging from South Dakota, Nebraska and Kansas, Wyoming, Colorado and New Mexico to Texas and Arizona and Hawaii. Sleepy grass plants harboring a fungal species (of the genus Neotyphodium), contain ergoline compounds, such as lysergic acid amide (common name, ergine). These compounds appear to be responsible for the sedative effects on mammals when they ingest the infected grass."
Achondrite,achondrite,,
Achondroplasia,,,Achondroplasia is a common cause of dwarfism. It occurs as a sporadic mutation in approximately 80% of cases (associated with advanced paternal age) or it may be inherited as an autosomal dominant genetic disorder.
AchromaticColor,,,A color without hue.
Acidifier,,,"Acidifiers are inorganic chemicals that either produce or become acid. These chemicals increase the level of gastric acid in the stomach when ingested, thus decreasing the stomach pH. These are many types of acidifiers but the main four types are: \n*  Gastric acidifiers, used in controlling pH in stomach. \n*  Urinary acidifiers, used in controlling pH in urine. \n*  Systemic acidifiers, used in controlling pH in all the parts of body. \n*  Acid, mostly used in laboratory experiments."
Acidobacteria,,,A phylum of prokaryotes.
Acidosasa,,,"Acidosasa is a genus of East Asian bamboo in the grass family. Acidosasa is found primarily in Southern China, with 1 species in Vietnam. Its name is formed from Latin acidum (\""sour\"") and Sasa (another bamboo genus), referring to its edible shoots. Young shoots of the plants are preserved by the local population. see Indosasa Oligostachyum Pleioblastus Pseudosasa."
AcinetobacterBaumannii,,,"Acinetobacter baumannii is a typically short, almost round, rod-shaped (coccobacillus) Gram-negative bacterium. It can be an opportunistic pathogen in humans, affecting people with compromised immune systems, and is becoming increasingly important as a hospital-derived (nosocomial) infection. While other species of the genus Acinetobacter are often found in soil samples (leading to the common misconception that A. baumannii is a soil organism, too), it is almost exclusively isolated from hospital environments. Although occasionally it has been found in environmental soil and water samples, its natural habitat is still not known. Bacteria of this genus lack flagella, whip-like structures many bacteria use for locomotion, but exhibit twitching or swarming motility. This may be due to the act."
Acinos,,,"Acinos is a genus of ten species of annual and short-lived evergreen perennial woody plants native to southern Europe and western Asia. Its name comes from the Greek word akinos, the name of a small aromatic plant. They are small, tufted, bushy or spreading plants growing to 10-45 cm tall. The 2-lipped, tubular flowers are in whorls borne on erect spike-like inflorescence produced in mid-summer. Selected species \n* Acinos alpinus \n* Acinos arvensis \n* Acinos corsicus \n* Acinos rotundifolius \n* Acinos suaveolens \n* Acinos troodi."
Acipenser,,,A genus of fishes.
Acoelorrhaphe,,,"Acoelorrhaphe is a genus of palms, comprising the single species Acoelorrhaphe wrightii (Paurotis palm, also known as the Everglades palm and Madeira palm). It is native to Central America, southeastern Mexico, the Caribbean, Colombia, the Bahamas, and extreme southern Florida where it grows in swamps and periodically flooded forests. It is a small to moderately tall palm that grows in clusters to 5–7 metres (16–23 ft), rarely 9 m (30 ft) tall, with slender stems less than 15 centimetres (5.9 in) diameter. The leaves are palmate (fan-shaped), with segments joined to each other for about half of their length, and are 1–2 m (3.3–6.6 ft) wide, light-green above, and silver underneath. The leaf petiole is 1–1.2 m (3.3–3.9 ft) long, and has orange, curved, sharp teeth along the edges. The flowe."
Aconitine,,,"Aconitine is a toxin produced by the Aconitum plant, also known as devil’s helmet or monkshood. Monkshood is notorious for its toxic properties. In China, aconitine is also used in small doses as an analgesic."
AcornWoodpecker,,,"The acorn woodpecker (Melanerpes formicivorus) is a medium-sized woodpecker, 21 cm (8.3 in) long, with an average weight of 85 g (3.0 oz)."
Acrasiomycota,,,"The family Acrasidae (ICZN, or Acrasiomycota, ICBN) is a family of slime molds which belongs to the protist group Percolozoa. The name acrasio- comes from the Greek Akrasia, meaning \""acting against one's judgement\"". This group consists of cellular slime molds. Some would also consider it as a kingdom unto itself, but the debate is as yet unsettled."
Acrididae,,,A family of grasshoppers in the suborder Caelifera.
Acridinae,,,A subfamily of insects.
AcrisCrepitans,,,"The northern cricket frog (Acris crepitans) is a species of small hylid frog native to the United States and northeastern Mexico. Despite being members of the tree frog family, they are not arboreal. It has three recognized subspecies."
AcrisGryllus,,,"The southern cricket frog or southeastern cricket frog (Acris gryllus) is a small hylid frog native to the Southeastern United States. It is very similar in appearance and habits to the northern cricket frog, Acris crepitans, and was considered formerly conspecific (Dickerson 1906). The scientific name Acris is from the Greek word for locust, and the species name gryllus is Latin for cricket (Georgia Wildlife)."
Acritodon,,,Acritodon is a genus of moss in family Hypnaceae. It contains the following species: \n*  Acritodon nephophilus.
AcritodonNephophilus,,,"Acritodon nephophilus is a species of moss in the family Sematophyllaceae. It is endemic to Mexico, where it is known only from two locations in Oaxaca. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss."
Acrocanthosaurus,,,"Acrocanthosaurus (/ˌækroʊˌkænθəˈsɔːrəs/ ak-ro-KAN-thə-SAWR-əs; meaning \""high-spined lizard\"") is a genus of theropod dinosaur that existed in what is now North America during the Aptian and early Albian stages of the Early Cretaceous. Like most dinosaur genera, Acrocanthosaurus contains only a single species, A. atokensis. Its fossil remains are found mainly in the U.S. states of Oklahoma, Texas, and Wyoming, although teeth attributed to Acrocanthosaurus have been found as far east as Maryland."
